           1   32.0000000000000     
           2   32.0000000000000     
           3   32.0000000000000     
           4   29.4281266395132     
           5   23.7052276393992     
           6   21.1974252702250     
           7   20.1519594026270     
           8   19.7585191271957     
           9   17.8763577853051     
          10   15.5846999500032     
          11   14.3468090325215     
          12   13.3176938011971     
          13   12.8936558013065     
          14   12.4410484203011     
          15   12.2945696191625     
          16   12.3271916251676     
          17   12.1988747539172     
          18   12.2888743011895     
          19   12.4385033155367     
          20   12.6294001466047     
          21   12.9949729691653     
          22   13.2804399860334     
          23   13.7886397106660     
          24   14.2117702434895     
          25   14.7900455608999     
          26   15.3966828899448     
          27   15.5952533141485     
          28   15.6500863217317     
          29   15.6525594347922     
          30   15.6672317235742     
          31   15.7086802678112     
          32   15.6806969502755     
          33   15.6411738022167     
          34   15.6379596660738     
          35   15.5905985208637     
          36   15.5329905616873     
          37   15.5307105030575     
          38   15.4678160935009     
          39   15.4258708049780     
          40   15.4324590128554     
          41   15.3640613221935     
          42   15.3735642990071     
          43   15.3208831077464     
          44   15.3000963485823     
          45   15.3092710367334     
          46   15.2698292306898     
          47   15.3345616221069     
          48   15.2883934755205     
          49   15.3188389028917     
          50   15.3511183319222     
          51   15.3481379271592     
          52   15.4563363688310     
          53   15.4293668821233     
          54   15.5235679664535     
          55   15.5725619099147     
          56   15.6102302270039     
